Delémont,593000,245900
Develier,589100,245000
Ederswiler,592200,252800
Mervelier,604800,243600
Mettembert,591200,249700
Movelier,590800,251000
Pleigne,588800,250700
Rossemaison,592700,243900
Saulcy,578500,239000
Soyhières,594800,249100
Haute-Sorne,585400,243000
Val Terbi,598200,244200
Le Bémont (JU),567900,234900
Les Bois,559600,225200
Les Breuleux,567100,229100
La Chaux-des-Breuleux,568900,230300
Les Enfers,570200,237500
Les Genevez (JU),576600,234000
Lajoux (JU),577200,236500
Montfaucon,570800,236900
Muriaux,565200,232900
Le Noirmont,563500,230500
Saignelégier,566500,234000
Saint-Brais,575400,239500
Soubey,570500,239800
Alle,576800,252800
Beurnevésin,577300,260300
Boncourt,568200,260700
Bonfol,578500,258500
Bure,567400,254600
Coeuve,574300,255900
Cornol,579300,250600
Courchavon,571200,254400
Courgenay,576400,250300
Courtedoux,570100,251000
Damphreux,574700,258400
Fahy,563300,252000
Fontenais,573000,250300
Grandfontaine,562300,249100
Lugnez,574300,259300
Porrentruy,572800,251800
Vendlincourt,578200,255600
Basse-Allaine,569300,258900
Clos du Doubs,579100,246300
Haute-Ajoie,567000,249100
La Baroche,582400,252500
